Name,Synonym,CAS,SMILES,CID
Sorbitol,,50-70-4 ,C(C(C(C(C(CO)O)O)O)O)O,5780.0
Quinine HCl Dihydrate,,6119-47-7 ,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.O.O.Cl,16211283.0
Scopolamine HBr,,114-49-8,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.Br,6603108.0
Xylazine HCl,,23076-35-9,CC1=C(C(=CC=C1)C)NC2=NCCCS2.Cl,68554.0
Tiotropium Bromide hydrate,,139404-48-1,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.O.[Br-],11431811.0
Sulbactam sodium ,,69388-84-7,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)[O-])C.[Na+],23663973.0
5-Aminolevulinic acid HCl,,5451-09-2,C(CC(=O)O)C(=O)CN.Cl,123608.0
Amoxicillin Sodium,,34642-77-8,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)[O-])C.[Na+],23663126.0
Clindamycin palmitate HCl,,25507-04-4 ,CCCCCCCCCCCCCCCC(=O)OC1C(C(C(OC1SC)C(C(C)Cl)NC(=O)C2CC(CN2C)CCC)O)O.Cl,16052038.0
PF-04929113 (SNX-5422),,908115-27-5,CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)OC(=O)CN)C(F)(F)F)C,44195571.0
Resminostat,,864814-88-0,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)C=CC(=O)NO,11609955.0
GSK1070916,,942918-07-2,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,46885626.0
Milciclib (PHA-848125),,802539-81-7,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C,16718576.0
CUDC-907,,1339928-25-4,CN(CC1=CC2=C(S1)C(=NC(=N2)C3=CN=C(C=C3)OC)N4CCOCC4)C5=NC=C(C=N5)C(=O)NO,54575456.0
MK-2048,,869901-69-9,CCN1CC(N2C3=C(C(=C2C1=O)O)C(=O)N(N=C3C(=O)NC)CC4=CC(=C(C=C4)F)Cl)C,54698642.0
MPEP,,96206-92-7,CC1=NC(=CC=C1)C#CC2=CC=CC=C2,3025961.0
AT101,,866541-93-7,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.CC(=O)O,227456.0
OC000459,,"851723-84-7, 950688-14-9 (sodium salt)",CC1=C(C2=C(N1CC(=O)O)C=CC(=C2)F)CC3=NC4=CC=CC=C4C=C3,11462174.0
GW5074,,220904-83-6,C1=CC2=C(C=C1I)C(=CC3=CC(=C(C(=C3)Br)O)Br)C(=O)N2,5924208.0
Acesulfame Potassium,,55589-62-3,CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],11074431.0
S-Ruxolitinib (INCB018424),,941685-37-6,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,50878566.0
Fenoprofen calcium hydrate,,71720-56-4,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].O.O.[Ca+2],64747.0
Fosaprepitant dimeglumine salt,,265121-04-8,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F.CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O,135564864.0
Bosentan Hydrate,,157212-55-0,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC.O,185462.0
Medetomidine HCl,,86347-15-1,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C.Cl,68601.0
Epinephrine HCl,,55-31-2,CNCC(C1=CC(=C(C=C1)O)O)O.Cl,441411.0
Chlorhexidine?2HCl,,3697-42-5,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.Cl.Cl,9571016.0
Fexofenadine HCl,,153439-40-8,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O.Cl,63002.0
(+)-Fangchinoline,,436-77-1,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)OC)OC,73481.0
Ceftibuten dihydrate,,118081-34-8,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O.O.O,5282241.0
Kitasamycin,,1392-21-8,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)O,5282189.0
Mafenide Acetate,,13009-99-9,CC(=O)O.C1=CC(=CC=C1CN)S(=O)(=O)N,25590.0
Promestriene,,39219-28-8,CCCOC1=CC2=C(C=C1)C3CCC4(C(C3CC2)CCC4OC)C,9883915.0
Ilaprazole,,172152-36-2,CC1=C(C=CN=C1CS(=O)C2=NC3=C(N2)C=C(C=C3)N4C=CC=C4)OC,214351.0
Ethidium bromide,,1239-45-8,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],14710.0
N-Ethylmaleimide (NEM),,128-53-0,CCN1C(=O)C=CC1=O,4362.0
4-Methylbenzylidene camphor,,36861-47-9,CC1=CC=C(C=C1)C=C2C3CCC(C2=O)(C3(C)C)C,6440721.0
Ethopabate,,59-06-3,CCOC1=C(C=CC(=C1)NC(=O)C)C(=O)OC,6034.0
Carbasalate Calcium,,5749-67-7,CC(=O)OC1=CC=CC=C1C(=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)[O-].C(=O)(N)N.[Ca+2],21975.0
Testosterone Enanthate,,315-37-7,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,9416.0
Leuprolide Acetate,,74381-53-6,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,657180.0
Vilanterol Trifenate,,503070-58-4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O.C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O)Cl,44482554.0
Travoprost,,157283-68-6,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,5282226.0
Levothyroxine sodium,,55-03-8,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)[O-])N.[Na+],23666112.0
Sodium benzoate,,532-32-1,C1=CC=C(C=C1)C(=O)[O-].[Na+],517055.0
Quinidine sulfate,,6591-63-5,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.O.O.OS(=O)(=O)O,656862.0
Eucalyptol,,470-82-6,CC1(C2CCC(O1)(CC2)C)C,2758.0
Hederacoside C,,14216-03-6,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(CC4C6=CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)CO)OC9C(C(C(CO9)O)O)OC1C(C(C(C(O1)C)O)O)O)C)(C)C)O)O)O)CO)O)O)O,11491905.0
Mesterolone,,1424-00-6,CC1CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C,15020.0
Gamma-Oryzanol,,11042-64-1,CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)OC(=O)C=CC6=CC(=C(C=C6)O)OC)C)C,5282164.0
Vanillyl Butyl Ether,,82654-98-6 ,CCCCOCC1=CC(=C(C=C1)O)OC,5084146.0
(-)-Borneol,,464-45-9,CC1(C2CCC1(C(C2)O)C)C,1201518.0
Oxaceprol,,33996-33-7,CC(=O)N1CC(CC1C(=O)O)O,65784.0
(+)-α-Lipoic acid,,1200-22-2,C1CSSC1CCCCC(=O)O,6112.0
Sitagliptin phosphate monohydrate,,654671-77-9,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O,11591741.0
Ouabain,,630-60-4,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,439501.0
Doxapram HCl,,7081-53-0,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4.O.Cl,64648.0
Methyclothiazide,,135-07-9 ,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,4121.0
Ropivacaine HCl,, 132112-35-7,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.O.Cl,6918111.0
Sodium Nitroprusside Dihydrate,,13755-38-9,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],11953895.0
Erythromycin Ethylsuccinate,,1264-62-6,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,443953.0
Sodium Nitrite,,7632-00-0,N(=O)[O-].[Na+],23668193.0
Levobetaxolol HCl,,116209-55-3,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O.Cl,60656.0
Fenspiride HCl,,5053-08-7,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl,68626.0
Difluprednate,,23674-86-4,CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C,443936.0
Closantel Sodium,,61438-64-0,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)[O-])Cl)C(C#N)C3=CC=C(C=C3)Cl.[Na+],23683671.0
Estradiol Benzoate,,50-50-0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,222757.0
Dicloxacillin Sodium,,343-55-5,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],23667628.0
Desvenlafaxine Succinate,,386750-22-7,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O.C(CC(=O)O)C(=O)O.O,6918664.0
Pefloxacin Mesylate Dihydrate,,149676-40-4,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O.CS(=O)(=O)O.O.O,6917670.0
Tilmicosin,,108050-54-0,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)O)N(C)C)O)CCN3CC(CC(C3)C)C)C)C)COC4C(C(C(C(O4)C)O)OC)OC,5282521.0
Cetylpyridinium Chloride,,123-03-5,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],31239.0
Mezlocillin Sodium,,42057-22-7,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)[O-])C.[Na+],23685177.0
Isosorbide,,652-67-5 ,C1C(C2C(O1)C(CO2)O)O,12597.0
Chlorocresol,,59-50-7,CC1=C(C=CC(=C1)O)Cl,1732.0
Montelukast Sodium,,151767-02-1,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],23663996.0
Valnemulin HCl,,133868-46-9,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC(C)(C)CNC(=O)C(C(C)C)N)C.Cl,60195218.0
Mexiletine HCl,,5370-01-4,CC1=C(C(=CC=C1)C)OCC(C)N.Cl,21467.0
Epinastine HCl,,108929-04-0,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl,157313.0
Chloroprocaine HCl,,3858-89-7,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl.Cl,441348.0
Promethazine HCl,,58-33-3 ,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,6014.0
Disopyramide Phosphate ,,22059-60-5,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C.OP(=O)(O)O,30928.0
Ractopamine HCl,,90274-24-1,CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O.Cl,14010333.0
Bentiromide ,,37106-97-1,C1=CC=C(C=C1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)O,6957673.0
Brucine sulfate salt hydrate,,652154-10-4,COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC.COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC.O.OS(=O)(=O)O,16211422.0
6-Mercaptopurine (6-MP) Monohydrate,,6112-76-1,C1=NC2=C(N1)C(=S)N=CN2.O,2724350.0
Ademetionine disulfate tosylate,,97540-22-2,CC1=CC=C(C=C1)S(=O)(=O)O.C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.OS(=O)(=O)O.OS(=O)(=O)O,45072193.0
2-Aminoheptane,,123-82-0,CCCCCC(C)N,5603.0
Trihexyphenidyl hydrochloride,,52-49-3,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,66007.0
Bronopol,,52-51-7,C(C(CO)([N+](=O)[O-])Br)O,2450.0
Carzenide,,138-41-0,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N,8739.0
Diatrizoic acid,,117-96-4,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,2140.0
Terpin hydrate,,2451-01-6,CC1(CCC(CC1)C(C)(C)O)O.O,17141.0
Methylbenactyzine Bromide,,3166-62-9,CC[N+](C)(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O.[Br-],18493.0
Sodium sulfadiazine,,547-32-0,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Na+],15899898.0
Teneligliptin hydrobromide,,906093-29-6,CC1=NN(C(=C1)N2CCN(CC2)C3CC(NC3)C(=O)N4CCSC4)C5=CC=CC=C5.CC1=NN(C(=C1)N2CCN(CC2)C3CC(NC3)C(=O)N4CCSC4)C5=CC=CC=C5.Br.Br.Br.Br.Br,11996485.0
Desogestrel,,54024-22-5,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34,40973.0
Tedizolid Phosphate,,856867-55-5,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)COP(=O)(O)O)F,11476460.0
Sulisobenzone,,4065-45-6,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O,19988.0
Sivelestat sodium tetrahydrate,,201677-61-4,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)[O-].O.O.O.O.[Na+],23663985.0
Benzocaine hydrochloride,,23239-88-5,CCOC(=O)C1=CC=C(C=C1)N.Cl,10214462.0
Sildenafil Mesylate,,1308285-21-3,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.CS(=O)(=O)O,135425271.0
Escin,,6805-41-0,CC=C(C)C(=O)OC1C(C2(C(CC1(C)C)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)CO)OC(=O)C,16211024.0
Acetylcholine iodide,,2260-50-6,CC(=O)OCC[N+](C)(C)C.[I-],75271.0
Benzenesulfonamide,,98-10-2,C1=CC=C(C=C1)S(=O)(=O)N,7370.0
Retigabine,,150812-12-7,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,121892.0
Retigabine 2HCl,,150812-13-8,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N.Cl.Cl,6918229.0
Cisapride hydrate,,260779-88-2,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F.O,13677778.0
p-Coumaric Acid,,501-98-4,C1=CC(=CC=C1C=CC(=O)O)O,637542.0
Harmaline,,304-21-2,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC,3564.0
Drostanolone Propionate,,521-12-0,CCC(=O)OC1CCC2C1(CCC3C2CCC4C3(CC(C(=O)C4)C)C)C,224004.0
Daminozide,,1596-84-5,CN(C)NC(=O)CCC(=O)O,15331.0
L-Cysteine HCl,,52-89-1,C(C(C(=O)O)N)S.Cl,60960.0
Diatrizoate sodium,,737-31-5,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)[O-])I)NC(=O)C)I.[Na+],23672589.0
Saccharin,,81-07-2,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,5143.0
Potassium acetate,,127-08-2,CC(=O)[O-].[K+],517044.0
Meropenem Trihydrate,,119478-56-7,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O.O.O.O,441129.0
Faropenem Sodium,,122547-49-3,CC(C1C2N(C1=O)C(=C(S2)C3CCCO3)C(=O)[O-])O.[Na+],23663972.0
Dalbavancin,,171500-79-1,CC(C)CCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=C(C(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC=C(O3)C=C2)C(=O)N1)NC)O)O)Cl)O)C(=O)NCCCN(C)C)O)Cl)C(=O)O)O)O,16134627.0
Levocetirizine Dihydrochloride,,130018-87-0,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,9955977.0
Gadopentetate Dimeglumine,,86050-77-3,CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],55466.0
Bedaquiline fumarate,,845533-86-0,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O.C(=CC(=O)O)C(=O)O,24812732.0
Iproniazid,,54-92-2,CC(C)NNC(=O)C1=CC=NC=C1,3748.0
Cefetamet pivoxil hydrochloride,,111696-23-2,CC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)OCOC(=O)C(C)(C)C.Cl,5489410.0
Xanthinol Nicotinate,,437-74-1,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O.C1=CC(=CN=C1)C(=O)O,9912.0
Sulfamethoxazole sodium,,4563-84-2,CC1=CC(=NO1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Na+],15899900.0
Cefodizime Sodium,,86329-79-5,CC1=C(SC(=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-])CC(=O)[O-].[Na+].[Na+],9852176.0
Pyridoxal 5-phosphate monohydrate,, 41468-25-1,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O.O,38882.0
Cefazedone,,56187-47-4,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=C(C(=O)C(=C4)Cl)Cl)SC2)C(=O)O,71736.0
Cephapirin Benzathine,,97468-37-6,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O.CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2,167441.0
Robenidine Hydrochoride,,25875-50-7,C1=CC(=CC=C1C=NNC(=NN=CC2=CC=C(C=C2)Cl)N)Cl.Cl,16212175.0
Cefathiamidine,,33075-00-2,CC(C)NC(=NC(C)C)SCC(=O)NC1C2N(C1=O)C(=C(CS2)COC(=O)C)C(=O)O,15942748.0
Calcium Dobesilate,,20123-80-2,C1=CC(=C(C=C1O)S(=O)(=O)[O-])O.C1=CC(=C(C=C1O)S(=O)(=O)[O-])O.[Ca+2],29963.0
Menbutone,,3562-99-0,COC1=CC=C(C2=CC=CC=C21)C(=O)CCC(=O)O,71818.0
Elagolix Sodium,,832720-36-2,CC1=C(C(=O)N(C(=O)N1CC2=C(C=CC=C2F)C(F)(F)F)CC(C3=CC=CC=C3)NCCCC(=O)[O-])C4=C(C(=CC=C4)OC)F.[Na+],24785956.0
Lithium carbonate,,554-13-2,[Li+].[Li+].C(=O)([O-])[O-],11125.0
cis-Aconitic acid,,585-84-2,C(C(=CC(=O)O)C(=O)O)C(=O)O,643757.0
Lactobionic acid,,96-82-2,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C(=O)O)O)O)O)O)O)O,7314.0
Buparvaquone,,88426-33-9,CC(C)(C)C1CCC(CC1)CC2=C(C3=CC=CC=C3C(=O)C2=O)O,71768.0
Iminostilbene,,256-96-2,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2,9212.0
Sorbic acid,,110-44-1,CC=CC=CC(=O)O,643460.0
Tiamulin fumarate,,55297-96-6,CCN(CC)CCSCC(=O)OC1CC(C(C(C23CCC(C1(C2C(=O)CC3)C)C)C)O)(C)C=C.C(=CC(=O)O)C(=O)O,23725049.0
Indometacin Sodium,,1330-43-4  ,B1(OB2OB(OB(O1)O2)[O-])[O-].[Na+].[Na+],10219853.0
Disodium Phosphate,,7558-79-4,OP(=O)([O-])[O-].[Na+].[Na+],24203.0
Oxyclozanide,,2277-92-1,C1=C(C=C(C(=C1NC(=O)C2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl)Cl,16779.0
Phenazine methosulfate,,299-11-6,C[N+]1=C2C=CC=CC2=NC3=CC=CC=C31.COS(=O)(=O)[O-],9285.0
Tiamulin,,55297-95-5,CCN(CC)CCSCC(=O)OC1CC(C(C(C23CCC(C1(C2C(=O)CC3)C)C)C)O)(C)C=C,656958.0
Difloxacin hydrochloride,,91296-86-5,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F.Cl,56205.0
Mupirocin calcium,,115074-43-6,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)[O-])C)C(C)O.CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)[O-])C)C(C)O.O.O.[Ca+2],5282317.0
Duloxetine,,116539-59-4,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,60835.0
Argatroban Monohydrate,,141396-28-3,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C.O,92721.0
Acotiamide,,185106-16-5,CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C,5282338.0
Xipamide,,14293-44-8,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,26618.0
Regorafenib Monohydrate,,1019206-88-2,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F.O,24768591.0
Vitamin K2,,863-61-6,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,5282367.0
Azamethiphos,,35575-96-3,COP(=O)(OC)SCN1C2=C(C=C(C=N2)Cl)OC1=O,71482.0
p-Anisaldehyde,,123-11-5,COC1=CC=C(C=C1)C=O,31244.0
Tianeptine,,72797-41-2,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,68870.0
Febantel,,58306-30-2,COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC,135449328.0
SulfadiMethoxine sodium,,1037-50-9,COC1=NC(=NC(=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N)OC.[Na+],13384041.0
Gefitinib hydrochloride,,184475-55-6,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4.Cl,19077490.0
Pralidoxime Iodide,,94-63-3,C[N+]1=CC=CC=C1C=NO.[I-],135410029.0
Lanolin,,8006-54-0,CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,75778.0
Ademetionine,,29908-03-0,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,34755.0
D(-)-Arabinose,,28697-53-2,C1C(C(C(C(O1)O)O)O)O,6902.0
Benzyl cinnamate,,103-41-3,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2,5273469.0
Ropivacaine Mesilate,,854056-07-8,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.CS(=O)(=O)O,24784155.0
Sulbutiamine,, 3286-46-2,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOC(=O)C(C)C)SSC(=C(C)N(CC2=CN=C(N=C2N)C)C=O)CCOC(=O)C(C)C)C,20055424.0
Nilotinib hydrochloride,,923288-95-3,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.Cl,16006490.0
Ciprofloxacin hydrochloride hydrate,,86393-32-0,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O.O.Cl,62998.0
Piroctone Olamine,,68890-66-4,CC1=CC(=O)N(C(=C1)CC(C)CC(C)(C)C)O.C(CO)N,50258.0
Imidocarb dipropionate,,55750-06-6,CCC(=O)O.CCC(=O)O.C1CN=C(N1)C2=CC(=CC=C2)NC(=O)NC3=CC=CC(=C3)C4=NCCN4,9983292.0
